denominationUniteLegale,sigleUniteLegale,denominationUsuelle1UniteLegale,denominationUsuelle2UniteLegale,denominationUsuelle3UniteLegale,denominationUsuelleEtablissement,sigleUniteLegale2,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,trancheEffectifsEtablissement,activitePrincipaleUniteLegale sous-classe,activitePrincipaleUniteLegale classe,activitePrincipaleUniteLegale groupe,activitePrincipaleUniteLegale division,activitePrincipaleUniteLegale section,etablissementSiege,activitePrincipaleEtablissement sous-classe,activitePrincipaleEtablissement classe ,activitePrincipaleEtablissement groupe ,activitePrincipaleEtablissement division,activitePrincipaleEtablissement section,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,complementAdresse2Etablissement,numeroVoie2Etablissement,indiceRepetition2Etablissement,typeVoie2Etablissement,libelleVoie2Etablissement,codePostal2Etablissement,libelleCommune2Etablissement,distributionSpeciale2Etablissement,codeCommune2Etablissement,codeCedex2Etablissement,libelleCedex2Etablissement
SWISSLIFE PREVOYANCE ET SANTE,,,,,,,,,,200 à 249 salariés,Autres assurances,Autres assurances,Autres assurances,Assurance,Activités financières et d'assurance,True,Autres assurances,Autres assurances,Assurance,Assurance,Activités financières et d'assurance,,7,,RUE,BELGRAND,92300,LEVALLOIS-PERRET,,92044,0,,,0,,,,0,,,0,,
DASSAULT SYSTEMES,,,,,,,,,,2000 à 4999 salariés,Édition de logiciels applicatifs,Édition de logiciels applicatifs,Édition d'autres logiciels,Édition,Information et communication,True,Édition de logiciels applicatifs,Édition d'autres logiciels,Édition de logiciels,Édition,Information et communication,,10,,RUE,MARCEL DASSAULT,78140,VELIZY-VILLACOUBLAY,,78640,0,,,0,,,,0,,,0,,
LA DETENTE,,,,,,,KORIAN LA DETENTE,,,50 à 99 salariés,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé,Hébergement médico-social et social,Santé humaine et action sociale,True,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé,Hébergement médicalisé,Hébergement médico-social et social,Santé humaine et action sociale,05-Jul,5,,RUE,DU LIMONET,77400,DAMPMART,,77155,0,,,0,,,,0,,,0,,
HOA NAM,,,,,,,,,,50 à 99 salariés,Fabrication de plats préparés,Fabrication de plats préparés,Fabrication de plats préparés,Industries alimentaires,Industrie manufacturière,True,Fabrication de plats préparés,Fabrication de plats préparés,Fabrication d'autres produits alimentaires,Industries alimentaires,Industrie manufacturière,,5,B,RUE,JEAN-JACQUES-ROUSSEAU,94200,IVRY-SUR-SEINE,,94041,0,,,0,,,,0,,,0,,
PARIS COUNTRY CLUB,,,,,,,,,,50 à 99 salariés,Autres activités récréatives et de loisirs,Autres activités récréatives et de loisirs,Autres activités récréatives et de loisirs,"Activités sportives, récréatives et de loisirs","Arts, spectacles et activités récréatives",True,Autres activités récréatives et de loisirs,Autres activités récréatives et de loisirs,Activités récréatives et de loisirs,"Activités sportives, récréatives et de loisirs","Arts, spectacles et activités récréatives",,121,,RUE,LT COL DE MONTBRISON,92500,RUEIL-MALMAISON,,92063,0,,,0,,,,0,,,0,,
ISM INTERPRETARIAT,,,,,,,,,,250 à 499 salariés,Traduction et interprétation,Traduction et interprétation,Traduction et interprétation,"Autres activités spécialisées, scientifiques et techniques","Activités spécialisées, scientifiques et techniques",True,Traduction et interprétation,Traduction et interprétation,Traduction et interprétation,"Autres activités spécialisées, scientifiques et techniques","Activités spécialisées, scientifiques et techniques",,90,,AV,DE FLANDRE,75019,PARIS 19,,75119,0,,,0,,,,0,,,0,,
GARDIENNAGE PROTECTION SERVICE,,,,,,,,,,50 à 99 salariés,Activités de sécurité privée,Activités de sécurité privée,Activités de sécurité privée,Enquêtes et sécurité,Activités de services administratifs et de soutien,True,Activités de sécurité privée,Activités de sécurité privée,Activités de sécurité privée,Enquêtes et sécurité,Activités de services administratifs et de soutien,,22,,RUE,ROTTEMBOURG,75012,PARIS 12,,75112,0,,,0,,,,0,,,0,,
SAS OMNICOM MEDIA GROUPE,OMG,,,,,OMG,,,,250 à 499 salariés,Régie publicitaire de médias,Régie publicitaire de médias,Régie publicitaire de médias,Publicité et études de marché,"Activités spécialisées, scientifiques et techniques",True,Régie publicitaire de médias,Régie publicitaire de médias,Publicité,Publicité et études de marché,"Activités spécialisées, scientifiques et techniques",11 A 15,11,,AV,ANDRE MORIZET,92100,BOULOGNE-BILLANCOURT,,92012,0,,,0,,,,0,,,0,,
EUGENE-PERMA FRANCE,,,,,,,EUGENE PERMA,,,100 à 199 salariés,Commerce de gros (commerce interentreprises) de parfumerie et de produits de beauté,Commerce de gros (commerce interentreprises) de parfumerie et de produits de beauté,Commerce de gros de parfumerie et de produits de beauté,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,True,Commerce de gros (commerce interentreprises) de parfumerie et de produits de beauté,Commerce de gros de parfumerie et de produits de beauté,Commerce de gros de biens domestiques,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,01-Jul,1,,RUE,DU DIX NEUF MARS 1962,92230,GENNEVILLIERS,,92036,0,,,0,,,,0,,,0,,
FERRING SAS,,ATOSIBAN DEGARELIX DESMOPRESSIN,,,,,,,,100 à 199 salariés,Commerce de gros (commerce interentreprises) de produits pharmaceutiques,Commerce de gros (commerce interentreprises) de produits pharmaceutiques,Commerce de gros de produits pharmaceutiques,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,True,Commerce de gros (commerce interentreprises) de produits pharmaceutiques,Commerce de gros de produits pharmaceutiques,Commerce de gros de biens domestiques,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,7 A 13,7,,RUE,JEAN BAPTISTE CLEMENT,94250,GENTILLY,,94037,0,,,0,,,,0,,,0,,
SA SODINOR,,,,,,,SUPER U,,,50 à 99 salariés,Supermarchés,Supermarchés,Commerce de détail en magasin non spécialisé à prédominance alimentaire,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,True,Supermarchés,Commerce de détail en magasin non spécialisé à prédominance alimentaire,Commerce de détail en magasin non spécialisé,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,CTRE COMMERCIAL L OREEE DE MARLY,4,,RUE,ANDRE LE BOURBLANC,78590,NOISY-LE-ROI,,78455,0,,,0,,,,0,,,0,,
HOPITAL PRIVE DE L'EST PARISIEN,,HOPITAL PRIVE DE L EST PARISIEN,,,,,,,,200 à 249 salariés,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,True,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,HOPITAL PRIVE DE L'EST PARISIEN,11,,AV,DE LA REPUBLIQUE,93600,AULNAY-SOUS-BOIS,,93005,0,,,0,,,,0,,,0,,
BELAMBRA CLUBS,,,,,,,,,,100 à 199 salariés,Hébergement touristique et autre hébergement de courte durée,Hébergement touristique et autre hébergement de courte durée,Hébergement touristique et autre hébergement de courte durée,Hébergement,Hébergement et restauration,True,Hébergement touristique et autre hébergement de courte durée,Hébergement touristique et autre hébergement de courte durée,Hébergement touristique et autre hébergement de courte durée,Hébergement,Hébergement et restauration,,63,,AV,DU GENERAL LECLERC,92340,BOURG-LA-REINE,,92014,0,,,0,,,,0,,,0,,
WITZENMANN FRANCE SARL,,TECNIFLEX,,,,,,,,50 à 99 salariés,Fabrication d'autres articles métalliques,Fabrication d'autres articles métalliques,Fabrication d'autres produits métalliques n.c.a.,"Fabrication de produits métalliques, à l'exception des machines et des équipements",Industrie manufacturière,True,Fabrication d'autres articles métalliques,Fabrication d'autres produits métalliques n.c.a.,Fabrication d'autres ouvrages en métaux,"Fabrication de produits métalliques, à l'exception des machines et des équipements",Industrie manufacturière,ZAC DES VALLIERES ZONE ZA,4,,ALL,DES ROUSSELETS,77400,THORIGNY-SUR-MARNE,,77464,0,,,0,,,,0,,,0,,
STARKEY FRANCE,,,,,,,,,,100 à 199 salariés,Commerce de gros (commerce interentreprises) de produits pharmaceutiques,Commerce de gros (commerce interentreprises) de produits pharmaceutiques,Commerce de gros de produits pharmaceutiques,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,True,Commerce de gros (commerce interentreprises) de produits pharmaceutiques,Commerce de gros de produits pharmaceutiques,Commerce de gros de biens domestiques,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,EUROPARC BAT 14,23,,RUE,CLAUDE NICOLAS LEDOUX,94000,CRETEIL,,94028,94045,CRETEIL CEDEX,,0,,,,0,,,0,,
CLINIQUE JEANNE D'ARC,,,,,JEANNE D'ARC HOPITAL PRIVE PARISIEN,,JEANNE D'ARC HOPITAL PRIVE PARISIEN,,,50 à 99 salariés,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,True,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,,55,,RUE,DU CDT RENE MOUCHOTTE,94160,SAINT-MANDE,,94067,0,,,0,,,,0,,,0,,
CLINIQUE CLAUDE BERNARD,,,,,,,,,,250 à 499 salariés,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,True,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,,9,,RUE,LOUIS ARMAND,95120,ERMONT,,95219,0,,,0,,,,0,,,0,,
VITOGAZ FRANCE,,,,,,,,,,100 à 199 salariés,Commerce de gros (commerce interentreprises) de combustibles et de produits annexes,Commerce de gros (commerce interentreprises) de combustibles et de produits annexes,Commerce de gros de combustibles et de produits annexes,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,True,Commerce de gros (commerce interentreprises) de combustibles et de produits annexes,Commerce de gros de combustibles et de produits annexes,Autres commerces de gros spécialisés,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,100 TERRASSE BOIELDIEU,0,,,TERRASSE BOIELDIEU,92800,PUTEAUX,,92062,0,,,0,,,,0,,,0,,
SOC CIVILE DES AUTEURS MULTIMEDIAS,SCAM,,,,,SCAM,,,,100 à 199 salariés,Activités de soutien au spectacle vivant,Activités de soutien au spectacle vivant,Activités de soutien au spectacle vivant,"Activités créatives, artistiques et de spectacle","Arts, spectacles et activités récréatives",True,Activités de soutien au spectacle vivant,Activités de soutien au spectacle vivant,"Activités créatives, artistiques et de spectacle","Activités créatives, artistiques et de spectacle","Arts, spectacles et activités récréatives",,5,,AV,VELASQUEZ,75008,PARIS 8,,75108,0,,,0,,,,0,,,0,,
TERIDEAL,,,,,TERIDEAL SEGEX,,,,,250 à 499 salariés,Construction de routes et autoroutes,Construction de routes et autoroutes,Construction de routes et autoroutes,Génie civil,Construction,True,Construction d'autres ouvrages de génie civil n.c.a.,Construction d'autres ouvrages de génie civil n.c.a.,Construction d'autres ouvrages de génie civil,Génie civil,Construction,,4,,BD,ARAGO,91320,WISSOUS,,91689,0,,,0,,,,0,,,0,,
DXC TECHNOLOGY FINANCIAL SERVICES,,,,,,,,,,100 à 199 salariés,Conseil en systèmes et logiciels informatiques,Conseil en systèmes et logiciels informatiques,Conseil informatique,"Programmation, conseil et autres activités informatiques",Information et communication,True,Conseil en systèmes et logiciels informatiques,Conseil informatique,"Programmation, conseil et autres activités informatiques","Programmation, conseil et autres activités informatiques",Information et communication,TOUR CARPE DIEM CS 40075,31,,PL,DES COROLLES,92400,COURBEVOIE,,92026,92098,PARIS LA DEFENSE CEDEX,,0,,,,0,,,0,,
TRANSPORTS PREVOST,,TRANSPORTS PREVOST,,,,,,,,100 à 199 salariés,Transports routiers de fret interurbains,Transports routiers de fret interurbains,Transports routiers de fret,Transports terrestres et transport par conduites,Transports et entreposage,True,Transports routiers de fret de proximité,Transports routiers de fret,Transports routiers de fret et services de déménagement,Transports terrestres et transport par conduites,Transports et entreposage,Z.I. DU MOULIN A VENT,13,,RUE,DES FRERES LUMIERE,77290,MITRY-MORY,,77294,0,,,0,,,,0,,,0,,
CIVIS,,,,,,,,,,100 à 199 salariés,Autres assurances,Autres assurances,Autres assurances,Assurance,Activités financières et d'assurance,True,Autres assurances,Autres assurances,Assurance,Assurance,Activités financières et d'assurance,,90,,AV,DE FLANDRE,75019,PARIS 19,,75119,0,,,0,,,,0,,,0,,
FAIVELEY TRANSPORT,,,,,,,,,,100 à 199 salariés,Activités des sociétés holding,Activités des sociétés holding,Activités des sociétés holding,"Activités des services financiers, hors assurance et caisses de retraite",Activités financières et d'assurance,True,Activités des sociétés holding,Activités des sociétés holding,Activités des sociétés holding,"Activités des services financiers, hors assurance et caisses de retraite",Activités financières et d'assurance,IMMEUBLE LE DELAGE HALL PARC BAT 6A,3,,RUE,DU DIX NEUF MARS 1962,92230,GENNEVILLIERS,,92036,0,,,0,,,,0,,,0,,
VITRANS,,,,,,,,,,50 à 99 salariés,Transports routiers de fret interurbains,Transports routiers de fret interurbains,Transports routiers de fret,Transports terrestres et transport par conduites,Transports et entreposage,True,Transports routiers de fret interurbains,Transports routiers de fret,Transports routiers de fret et services de déménagement,Transports terrestres et transport par conduites,Transports et entreposage,CD 54,0,,RTE,DE FRESNES,77410,CHARNY,,77095,0,,,0,,,,0,,,0,,
ROTHSCHILD MARTIN MAUREL,,,,,,,,,,250 à 499 salariés,Autres intermédiations monétaires,Autres intermédiations monétaires,Autres intermédiations monétaires,"Activités des services financiers, hors assurance et caisses de retraite",Activités financières et d'assurance,True,Autres intermédiations monétaires,Autres intermédiations monétaires,Intermédiation monétaire,"Activités des services financiers, hors assurance et caisses de retraite",Activités financières et d'assurance,,29,,AV,DE MESSINE,75008,PARIS 8,,75108,0,,,0,,,,0,,,0,,
SAINTE GENEVIEVE SPORT,,,,,,,,,,50 à 99 salariés,Activités de clubs de sports,Activités de clubs de sports,Activités de clubs de sports,"Activités sportives, récréatives et de loisirs","Arts, spectacles et activités récréatives",True,Activités de clubs de sports,Activités de clubs de sports,Activités liées au sport,"Activités sportives, récréatives et de loisirs","Arts, spectacles et activités récréatives",,0,,RUE,DU JARDIN PUBLIC,91700,SAINTE-GENEVIEVE-DES-BOIS,,91549,0,,,0,,,,0,,,0,,
SODILIO,,INTERMARCHE,,,,,,,,50 à 99 salariés,Supermarchés,Supermarchés,Commerce de détail en magasin non spécialisé à prédominance alimentaire,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,True,Supermarchés,Commerce de détail en magasin non spécialisé à prédominance alimentaire,Commerce de détail en magasin non spécialisé,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,CHEMIN RURAL,24,,CHE,YERRES A BRIE-COMTE-ROBERT,94440,VILLECRESNES,,94075,0,,,0,,,,0,,,0,,
